ProductID,ProductCategory,ProductBrand,ProductName,ProductPrice,MinDiscount,MaxDiscount,Rating,Features,StockAvailability,WarrantyPeriod,Color,Description
LAP-APP-4,Laptop,Apple,Apple Laptop Model-913,70012,19,36,3.5,"Touchscreen, SSD Storage, Backlit Keyboard",In Stock,2 Years,Silver,"Category: Laptop, Brand: Apple, Name: Apple Laptop Model-913, Price: ₹70012, Discount Range: 19% - 36%, Rating: 3.5, Features: Touchscreen, SSD Storage, Backlit Keyboard, Warranty: 2 Years Years, Color: Silver"
TAB-MIC-1,Tablet,Microsoft,Microsoft Tablet Model-888,119701,6,47,3.8,"Stylus Support, Quad Speakers, Detachable Keyboard",In Stock,3 Years,Blue,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-888, Price: ₹119701, Discount Range: 6% - 47%, Rating: 3.8, Features: Stylus Support, Quad Speakers, Detachable Keyboard, Warranty: 3 Years Years, Color: Blue"
SMA-VIV-3,Smartphone,Vivo,Vivo Smartphone Model-969,39508,10,23,4.9,"AMOLED Display, Dual SIM, 5G",In Stock,3 Years,White,"Category: Smartphone, Brand: Vivo, Name: Vivo Smartphone Model-969, Price: ₹39508, Discount Range: 10% - 23%, Rating: 4.9, Features: AMOLED Display, Dual SIM, 5G, Warranty: 3 Years Years, Color: White"
SMA-GOO-4,Smartphone,Google,Google Smartphone Model-337,142802,7,30,3.5,"AMOLED Display, Water Resistant, 5G",Out of Stock,3 Years,Blue,"Category: Smartphone, Brand: Google, Name: Google Smartphone Model-337, Price: ₹142802, Discount Range: 7% - 30%, Rating: 3.5, Features: AMOLED Display, Water Resistant, 5G, Warranty: 3 Years Years, Color: Blue"
SMA-SAM-6,Smartwatch,Samsung,Samsung Smartwatch Model-929,115488,11,38,3.8,"Waterproof, Customizable Watch Faces, Heart Rate Monitor",Out of Stock,3 Years,Blue,"Category: Smartwatch, Brand: Samsung, Name: Samsung Smartwatch Model-929, Price: ₹115488, Discount Range: 11% - 38%, Rating: 3.8, Features: Waterproof, Customizable Watch Faces, Heart Rate Monitor, Warranty: 3 Years Years, Color: Blue"
HEA-ANK-7,Headphones,Anker,Anker Headphones Model-439,88044,16,46,4.9,"Noise Cancellation, Wireless, Bass Boost",Out of Stock,1 Year,White,"Category: Headphones, Brand: Anker, Name: Anker Headphones Model-439, Price: ₹88044, Discount Range: 16% - 46%, Rating: 4.9, Features: Noise Cancellation, Wireless, Bass Boost, Warranty: 1 Year Years, Color: White"
SMA-OPP-7,Smartphone,Oppo,Oppo Smartphone Model-871,118193,15,22,3.4,"5G, AMOLED Display, Fast Charging",In Stock,2 Years,Red,"Category: Smartphone, Brand: Oppo, Name: Oppo Smartphone Model-871, Price: ₹118193, Discount Range: 15% - 22%, Rating: 3.4, Features: 5G, AMOLED Display, Fast Charging, Warranty: 2 Years Years, Color: Red"
LAP-ACE-7,Laptop,Acer,Acer Laptop Model-690,123533,16,35,4.6,"SSD Storage, High-Performance GPU, Lightweight",Out of Stock,3 Years,Red,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-690, Price: ₹123533, Discount Range: 16% - 35%, Rating: 4.6, Features: SSD Storage, High-Performance GPU, Lightweight, Warranty: 3 Years Years, Color: Red"
SMA-APP-7,Smartwatch,Apple,Apple Smartwatch Model-574,35846,13,31,4.3,"Customizable Watch Faces, GPS, Fitness Tracking",Out of Stock,3 Years,Silver,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-574, Price: ₹35846, Discount Range: 13% - 31%, Rating: 4.3, Features: Customizable Watch Faces, GPS, Fitness Tracking, Warranty: 3 Years Years, Color: Silver"
SMA-VIV-13,Smartphone,Vivo,Vivo Smartphone Model-780,52159,12,42,4.8,"AMOLED Display, 5G, Fast Charging",In Stock,2 Years,Black,"Category: Smartphone, Brand: Vivo, Name: Vivo Smartphone Model-780, Price: ₹52159, Discount Range: 12% - 42%, Rating: 4.8, Features: AMOLED Display, 5G, Fast Charging, Warranty: 2 Years Years, Color: Black"
HEA-JBL-12,Headphones,JBL,JBL Headphones Model-316,85588,18,43,3.7,"Noise Cancellation, Foldable, Waterproof",Out of Stock,3 Years,Red,"Category: Headphones, Brand: JBL, Name: JBL Headphones Model-316, Price: ₹85588, Discount Range: 18% - 43%, Rating: 3.7, Features: Noise Cancellation, Foldable, Waterproof, Warranty: 3 Years Years, Color: Red"
TAB-HUA-6,Tablet,Huawei,Huawei Tablet Model-464,16544,14,28,3.7,"Quad Speakers, Long Battery Life, Stylus Support",Out of Stock,2 Years,Silver,"Category: Tablet, Brand: Huawei, Name: Huawei Tablet Model-464, Price: ₹16544, Discount Range: 14% - 28%, Rating: 3.7, Features: Quad Speakers, Long Battery Life, Stylus Support, Warranty: 2 Years Years, Color: Silver"
SMA-VIV-7,Smartphone,Vivo,Vivo Smartphone Model-873,100898,19,22,4.4,"Fast Charging, AMOLED Display, Water Resistant",In Stock,1 Year,White,"Category: Smartphone, Brand: Vivo, Name: Vivo Smartphone Model-873, Price: ₹100898, Discount Range: 19% - 22%, Rating: 4.4, Features: Fast Charging, AMOLED Display, Water Resistant, Warranty: 1 Year Years, Color: White"
LAP-MSI-11,Laptop,MSI,MSI Laptop Model-445,34928,15,50,4.3,"Touchscreen, Lightweight, SSD Storage",Out of Stock,2 Years,Red,"Category: Laptop, Brand: MSI, Name: MSI Laptop Model-445, Price: ₹34928, Discount Range: 15% - 50%, Rating: 4.3, Features: Touchscreen, Lightweight, SSD Storage, Warranty: 2 Years Years, Color: Red"
SMA-APP-9,Smartwatch,Apple,Apple Smartwatch Model-707,29081,12,20,3.7,"Customizable Watch Faces, GPS, Waterproof",Out of Stock,2 Years,Silver,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-707, Price: ₹29081, Discount Range: 12% - 20%, Rating: 3.7, Features: Customizable Watch Faces, GPS, Waterproof, Warranty: 2 Years Years, Color: Silver"
LAP-MIC-9,Laptop,Microsoft,Microsoft Laptop Model-819,63888,15,44,3.7,"Backlit Keyboard, Touchscreen, High-Performance GPU",Out of Stock,1 Year,Red,"Category: Laptop, Brand: Microsoft, Name: Microsoft Laptop Model-819, Price: ₹63888, Discount Range: 15% - 44%, Rating: 3.7, Features: Backlit Keyboard, Touchscreen, High-Performance GPU, Warranty: 1 Year Years, Color: Red"
LAP-ASU-6,Laptop,Asus,Asus Laptop Model-506,97615,5,41,4.4,"SSD Storage, Touchscreen, Lightweight",Out of Stock,1 Year,Black,"Category: Laptop, Brand: Asus, Name: Asus Laptop Model-506, Price: ₹97615, Discount Range: 5% - 41%, Rating: 4.4, Features: SSD Storage, Touchscreen, Lightweight, Warranty: 1 Year Years, Color: Black"
SMA-REA-8,Smartphone,Realme,Realme Smartphone Model-925,6386,7,45,3.3,"Dual SIM, Water Resistant, Fast Charging",In Stock,1 Year,Red,"Category: Smartphone, Brand: Realme, Name: Realme Smartphone Model-925, Price: ₹6386, Discount Range: 7% - 45%, Rating: 3.3, Features: Dual SIM, Water Resistant, Fast Charging, Warranty: 1 Year Years, Color: Red"
HEA-JBL-2,Headphones,JBL,JBL Headphones Model-203,149455,18,46,3.5,"Bass Boost, Wireless, Foldable",In Stock,1 Year,White,"Category: Headphones, Brand: JBL, Name: JBL Headphones Model-203, Price: ₹149455, Discount Range: 18% - 46%, Rating: 3.5, Features: Bass Boost, Wireless, Foldable, Warranty: 1 Year Years, Color: White"
SMA-GAR-11,Smartwatch,Garmin,Garmin Smartwatch Model-463,74129,18,43,4.1,"Fitness Tracking, Customizable Watch Faces, Heart Rate Monitor",In Stock,3 Years,Red,"Category: Smartwatch, Brand: Garmin, Name: Garmin Smartwatch Model-463, Price: ₹74129, Discount Range: 18% - 43%, Rating: 4.1, Features: Fitness Tracking, Customizable Watch Faces, Heart Rate Monitor, Warranty: 3 Years Years, Color: Red"
LAP-DEL-13,Laptop,Dell,Dell Laptop Model-432,98406,9,40,3.3,"SSD Storage, Backlit Keyboard, Lightweight",In Stock,2 Years,Black,"Category: Laptop, Brand: Dell, Name: Dell Laptop Model-432, Price: ₹98406, Discount Range: 9% - 40%, Rating: 3.3, Features: SSD Storage, Backlit Keyboard, Lightweight, Warranty: 2 Years Years, Color: Black"
TAB-AMA-8,Tablet,Amazon,Amazon Tablet Model-360,72135,14,29,4.7,"Quad Speakers, Detachable Keyboard, Stylus Support",In Stock,1 Year,Silver,"Category: Tablet, Brand: Amazon, Name: Amazon Tablet Model-360, Price: ₹72135, Discount Range: 14% - 29%, Rating: 4.7, Features: Quad Speakers, Detachable Keyboard, Stylus Support, Warranty: 1 Year Years, Color: Silver"
SMA-FIT-8,Smartwatch,Fitbit,Fitbit Smartwatch Model-791,132407,18,22,4.1,"GPS, Heart Rate Monitor, Fitness Tracking",Out of Stock,1 Year,Red,"Category: Smartwatch, Brand: Fitbit, Name: Fitbit Smartwatch Model-791, Price: ₹132407, Discount Range: 18% - 22%, Rating: 4.1, Features: GPS, Heart Rate Monitor, Fitness Tracking, Warranty: 1 Year Years, Color: Red"
CAM-GOP-8,Camera,GoPro,GoPro Camera Model-918,40351,16,46,4.4,"WiFi Connectivity, Image Stabilization, 4K Video",Out of Stock,1 Year,Blue,"Category: Camera, Brand: GoPro, Name: GoPro Camera Model-918, Price: ₹40351, Discount Range: 16% - 46%, Rating: 4.4, Features: WiFi Connectivity, Image Stabilization, 4K Video, Warranty: 1 Year Years, Color: Blue"
LAP-MIC-1,Laptop,Microsoft,Microsoft Laptop Model-325,86899,11,33,3.5,"Touchscreen, Lightweight, High-Performance GPU",Out of Stock,2 Years,Blue,"Category: Laptop, Brand: Microsoft, Name: Microsoft Laptop Model-325, Price: ₹86899, Discount Range: 11% - 33%, Rating: 3.5, Features: Touchscreen, Lightweight, High-Performance GPU, Warranty: 2 Years Years, Color: Blue"
TAB-APP-9,Tablet,Apple,Apple Tablet Model-240,105258,19,43,3.4,"10-inch Display, Detachable Keyboard, Stylus Support",Out of Stock,1 Year,White,"Category: Tablet, Brand: Apple, Name: Apple Tablet Model-240, Price: ₹105258, Discount Range: 19% - 43%, Rating: 3.4, Features: 10-inch Display, Detachable Keyboard, Stylus Support, Warranty: 1 Year Years, Color: White"
SMA-FIT-10,Smartwatch,Fitbit,Fitbit Smartwatch Model-973,125918,10,46,3.9,"Waterproof, Heart Rate Monitor, GPS",In Stock,2 Years,White,"Category: Smartwatch, Brand: Fitbit, Name: Fitbit Smartwatch Model-973, Price: ₹125918, Discount Range: 10% - 46%, Rating: 3.9, Features: Waterproof, Heart Rate Monitor, GPS, Warranty: 2 Years Years, Color: White"
HEA-SKU-11,Headphones,Skullcandy,Skullcandy Headphones Model-514,131037,12,21,4.4,"Noise Cancellation, Waterproof, Foldable",Out of Stock,3 Years,Black,"Category: Headphones, Brand: Skullcandy, Name: Skullcandy Headphones Model-514, Price: ₹131037, Discount Range: 12% - 21%, Rating: 4.4, Features: Noise Cancellation, Waterproof, Foldable, Warranty: 3 Years Years, Color: Black"
HEA-BEA-8,Headphones,Beats,Beats Headphones Model-782,116963,13,28,4.6,"Wireless, Waterproof, Bass Boost",Out of Stock,3 Years,Silver,"Category: Headphones, Brand: Beats, Name: Beats Headphones Model-782, Price: ₹116963, Discount Range: 13% - 28%, Rating: 4.6, Features: Wireless, Waterproof, Bass Boost, Warranty: 3 Years Years, Color: Silver"
TAB-SAM-1,Tablet,Samsung,Samsung Tablet Model-513,98318,19,30,4.5,"Detachable Keyboard, Quad Speakers, Long Battery Life",In Stock,3 Years,Red,"Category: Tablet, Brand: Samsung, Name: Samsung Tablet Model-513, Price: ₹98318, Discount Range: 19% - 30%, Rating: 4.5, Features: Detachable Keyboard, Quad Speakers, Long Battery Life, Warranty: 3 Years Years, Color: Red"
SMA-VIV-10,Smartphone,Vivo,Vivo Smartphone Model-906,78131,6,45,4.2,"AMOLED Display, Fast Charging, 5G",In Stock,1 Year,White,"Category: Smartphone, Brand: Vivo, Name: Vivo Smartphone Model-906, Price: ₹78131, Discount Range: 6% - 45%, Rating: 4.2, Features: AMOLED Display, Fast Charging, 5G, Warranty: 1 Year Years, Color: White"
CAM-LEI-7,Camera,Leica,Leica Camera Model-432,35350,19,30,3.0,"Image Stabilization, WiFi Connectivity, 4K Video",In Stock,1 Year,White,"Category: Camera, Brand: Leica, Name: Leica Camera Model-432, Price: ₹35350, Discount Range: 19% - 30%, Rating: 3.0, Features: Image Stabilization, WiFi Connectivity, 4K Video, Warranty: 1 Year Years, Color: White"
CAM-SON-3,Camera,Sony,Sony Camera Model-813,31164,11,25,4.2,"High ISO Sensitivity, 4K Video, Touchscreen",In Stock,1 Year,Blue,"Category: Camera, Brand: Sony, Name: Sony Camera Model-813, Price: ₹31164, Discount Range: 11% - 25%, Rating: 4.2, Features: High ISO Sensitivity, 4K Video, Touchscreen, Warranty: 1 Year Years, Color: Blue"
CAM-SON-10,Camera,Sony,Sony Camera Model-269,140352,17,45,3.1,"4K Video, Touchscreen, WiFi Connectivity",Out of Stock,2 Years,Red,"Category: Camera, Brand: Sony, Name: Sony Camera Model-269, Price: ₹140352, Discount Range: 17% - 45%, Rating: 3.1, Features: 4K Video, Touchscreen, WiFi Connectivity, Warranty: 2 Years Years, Color: Red"
SMA-HUA-10,Smartwatch,Huawei,Huawei Smartwatch Model-294,95366,7,32,4.0,"Customizable Watch Faces, Heart Rate Monitor, GPS",Out of Stock,2 Years,White,"Category: Smartwatch, Brand: Huawei, Name: Huawei Smartwatch Model-294, Price: ₹95366, Discount Range: 7% - 32%, Rating: 4.0, Features: Customizable Watch Faces, Heart Rate Monitor, GPS, Warranty: 2 Years Years, Color: White"
TAB-LEN-1,Tablet,Lenovo,Lenovo Tablet Model-472,106855,16,43,3.2,"Stylus Support, Long Battery Life, Detachable Keyboard",In Stock,1 Year,Red,"Category: Tablet, Brand: Lenovo, Name: Lenovo Tablet Model-472, Price: ₹106855, Discount Range: 16% - 43%, Rating: 3.2, Features: Stylus Support, Long Battery Life, Detachable Keyboard, Warranty: 1 Year Years, Color: Red"
SMA-GAR-6,Smartwatch,Garmin,Garmin Smartwatch Model-465,16648,15,44,3.6,"Fitness Tracking, Heart Rate Monitor, GPS",Out of Stock,2 Years,Silver,"Category: Smartwatch, Brand: Garmin, Name: Garmin Smartwatch Model-465, Price: ₹16648, Discount Range: 15% - 44%, Rating: 3.6, Features: Fitness Tracking, Heart Rate Monitor, GPS, Warranty: 2 Years Years, Color: Silver"
SMA-FIT-7,Smartwatch,Fitbit,Fitbit Smartwatch Model-880,54062,10,34,4.4,"Waterproof, Heart Rate Monitor, GPS",Out of Stock,1 Year,Red,"Category: Smartwatch, Brand: Fitbit, Name: Fitbit Smartwatch Model-880, Price: ₹54062, Discount Range: 10% - 34%, Rating: 4.4, Features: Waterproof, Heart Rate Monitor, GPS, Warranty: 1 Year Years, Color: Red"
TAB-APP-4,Tablet,Apple,Apple Tablet Model-248,83099,7,37,3.1,"Stylus Support, 10-inch Display, Long Battery Life",Out of Stock,2 Years,Blue,"Category: Tablet, Brand: Apple, Name: Apple Tablet Model-248, Price: ₹83099, Discount Range: 7% - 37%, Rating: 3.1, Features: Stylus Support, 10-inch Display, Long Battery Life, Warranty: 2 Years Years, Color: Blue"
LAP-ACE-1,Laptop,Acer,Acer Laptop Model-303,36524,8,26,3.4,"Touchscreen, Backlit Keyboard, Lightweight",Out of Stock,2 Years,White,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-303, Price: ₹36524, Discount Range: 8% - 26%, Rating: 3.4, Features: Touchscreen, Backlit Keyboard, Lightweight, Warranty: 2 Years Years, Color: White"
HEA-SEN-10,Headphones,Sennheiser,Sennheiser Headphones Model-117,50434,9,43,4.6,"Noise Cancellation, Waterproof, Wireless",Out of Stock,2 Years,Silver,"Category: Headphones, Brand: Sennheiser, Name: Sennheiser Headphones Model-117, Price: ₹50434, Discount Range: 9% - 43%, Rating: 4.6, Features: Noise Cancellation, Waterproof, Wireless, Warranty: 2 Years Years, Color: Silver"
CAM-LEI-8,Camera,Leica,Leica Camera Model-902,42449,9,28,5.0,"Image Stabilization, High ISO Sensitivity, Touchscreen",Out of Stock,3 Years,White,"Category: Camera, Brand: Leica, Name: Leica Camera Model-902, Price: ₹42449, Discount Range: 9% - 28%, Rating: 5.0, Features: Image Stabilization, High ISO Sensitivity, Touchscreen, Warranty: 3 Years Years, Color: White"
SMA-XIA-2,Smartphone,Xiaomi,Xiaomi Smartphone Model-243,59037,14,36,4.8,"AMOLED Display, Fast Charging, Dual SIM",Out of Stock,1 Year,White,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-243, Price: ₹59037, Discount Range: 14% - 36%, Rating: 4.8, Features: AMOLED Display, Fast Charging, Dual SIM, Warranty: 1 Year Years, Color: White"
CAM-NIK-2,Camera,Nikon,Nikon Camera Model-994,66399,13,45,4.3,"Touchscreen, WiFi Connectivity, Image Stabilization",In Stock,2 Years,Red,"Category: Camera, Brand: Nikon, Name: Nikon Camera Model-994, Price: ₹66399, Discount Range: 13% - 45%, Rating: 4.3, Features: Touchscreen, WiFi Connectivity, Image Stabilization, Warranty: 2 Years Years, Color: Red"
SMA-FOS-11,Smartwatch,Fossil,Fossil Smartwatch Model-387,37465,16,20,4.4,"Fitness Tracking, Heart Rate Monitor, Waterproof",In Stock,1 Year,Black,"Category: Smartwatch, Brand: Fossil, Name: Fossil Smartwatch Model-387, Price: ₹37465, Discount Range: 16% - 20%, Rating: 4.4, Features: Fitness Tracking, Heart Rate Monitor, Waterproof, Warranty: 1 Year Years, Color: Black"
SMA-GAR-9,Smartwatch,Garmin,Garmin Smartwatch Model-829,13711,6,29,4.2,"Waterproof, Fitness Tracking, Heart Rate Monitor",Out of Stock,3 Years,Blue,"Category: Smartwatch, Brand: Garmin, Name: Garmin Smartwatch Model-829, Price: ₹13711, Discount Range: 6% - 29%, Rating: 4.2, Features: Waterproof, Fitness Tracking, Heart Rate Monitor, Warranty: 3 Years Years, Color: Blue"
SMA-XIA-8,Smartphone,Xiaomi,Xiaomi Smartphone Model-871,67243,5,36,3.2,"Fast Charging, AMOLED Display, 5G",In Stock,3 Years,Black,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-871, Price: ₹67243, Discount Range: 5% - 36%, Rating: 3.2, Features: Fast Charging, AMOLED Display, 5G, Warranty: 3 Years Years, Color: Black"
LAP-HP-5,Laptop,HP,HP Laptop Model-760,113467,8,35,3.6,"High-Performance GPU, Lightweight, Backlit Keyboard",Out of Stock,3 Years,White,"Category: Laptop, Brand: HP, Name: HP Laptop Model-760, Price: ₹113467, Discount Range: 8% - 35%, Rating: 3.6, Features: High-Performance GPU, Lightweight, Backlit Keyboard, Warranty: 3 Years Years, Color: White"
TAB-MIC-3,Tablet,Microsoft,Microsoft Tablet Model-848,13462,12,22,4.7,"Detachable Keyboard, 10-inch Display, Long Battery Life",Out of Stock,2 Years,Silver,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-848, Price: ₹13462, Discount Range: 12% - 22%, Rating: 4.7, Features: Detachable Keyboard, 10-inch Display, Long Battery Life, Warranty: 2 Years Years, Color: Silver"
SMA-APP-10,Smartwatch,Apple,Apple Smartwatch Model-376,73002,7,35,4.6,"Customizable Watch Faces, GPS, Waterproof",Out of Stock,2 Years,White,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-376, Price: ₹73002, Discount Range: 7% - 35%, Rating: 4.6, Features: Customizable Watch Faces, GPS, Waterproof, Warranty: 2 Years Years, Color: White"
HEA-BEA-11,Headphones,Beats,Beats Headphones Model-759,89393,20,23,4.2,"Waterproof, Wireless, Noise Cancellation",Out of Stock,1 Year,White,"Category: Headphones, Brand: Beats, Name: Beats Headphones Model-759, Price: ₹89393, Discount Range: 20% - 23%, Rating: 4.2, Features: Waterproof, Wireless, Noise Cancellation, Warranty: 1 Year Years, Color: White"
SMA-VIV-14,Smartphone,Vivo,Vivo Smartphone Model-776,115912,6,45,3.4,"Dual SIM, Fast Charging, Water Resistant",In Stock,3 Years,Red,"Category: Smartphone, Brand: Vivo, Name: Vivo Smartphone Model-776, Price: ₹115912, Discount Range: 6% - 45%, Rating: 3.4, Features: Dual SIM, Fast Charging, Water Resistant, Warranty: 3 Years Years, Color: Red"
CAM-NIK-12,Camera,Nikon,Nikon Camera Model-376,145643,9,37,3.2,"High ISO Sensitivity, Image Stabilization, WiFi Connectivity",In Stock,1 Year,Blue,"Category: Camera, Brand: Nikon, Name: Nikon Camera Model-376, Price: ₹145643, Discount Range: 9% - 37%, Rating: 3.2, Features: High ISO Sensitivity, Image Stabilization, WiFi Connectivity, Warranty: 1 Year Years, Color: Blue"
HEA-BOA-8,Headphones,Boat,Boat Headphones Model-592,82180,6,38,4.2,"Bass Boost, Wireless, Noise Cancellation",In Stock,3 Years,White,"Category: Headphones, Brand: Boat, Name: Boat Headphones Model-592, Price: ₹82180, Discount Range: 6% - 38%, Rating: 4.2, Features: Bass Boost, Wireless, Noise Cancellation, Warranty: 3 Years Years, Color: White"
CAM-CAN-6,Camera,Canon,Canon Camera Model-318,27362,11,25,4.6,"Touchscreen, WiFi Connectivity, High ISO Sensitivity",Out of Stock,3 Years,Silver,"Category: Camera, Brand: Canon, Name: Canon Camera Model-318, Price: ₹27362, Discount Range: 11% - 25%, Rating: 4.6, Features: Touchscreen, WiFi Connectivity, High ISO Sensitivity, Warranty: 3 Years Years, Color: Silver"
SMA-SAM-10,Smartphone,Samsung,Samsung Smartphone Model-633,101229,6,26,3.9,"Fast Charging, 5G, Water Resistant",Out of Stock,3 Years,White,"Category: Smartphone, Brand: Samsung, Name: Samsung Smartphone Model-633, Price: ₹101229, Discount Range: 6% - 26%, Rating: 3.9, Features: Fast Charging, 5G, Water Resistant, Warranty: 3 Years Years, Color: White"
TAB-AMA-9,Tablet,Amazon,Amazon Tablet Model-881,6733,8,45,3.8,"Long Battery Life, Quad Speakers, Stylus Support",Out of Stock,2 Years,White,"Category: Tablet, Brand: Amazon, Name: Amazon Tablet Model-881, Price: ₹6733, Discount Range: 8% - 45%, Rating: 3.8, Features: Long Battery Life, Quad Speakers, Stylus Support, Warranty: 2 Years Years, Color: White"
CAM-FUJ-1,Camera,Fujifilm,Fujifilm Camera Model-434,132493,19,35,3.7,"Touchscreen, High ISO Sensitivity, 4K Video",In Stock,2 Years,White,"Category: Camera, Brand: Fujifilm, Name: Fujifilm Camera Model-434, Price: ₹132493, Discount Range: 19% - 35%, Rating: 3.7, Features: Touchscreen, High ISO Sensitivity, 4K Video, Warranty: 2 Years Years, Color: White"
CAM-NIK-1,Camera,Nikon,Nikon Camera Model-445,101071,5,22,4.5,"High ISO Sensitivity, Touchscreen, Image Stabilization",Out of Stock,2 Years,Silver,"Category: Camera, Brand: Nikon, Name: Nikon Camera Model-445, Price: ₹101071, Discount Range: 5% - 22%, Rating: 4.5, Features: High ISO Sensitivity, Touchscreen, Image Stabilization, Warranty: 2 Years Years, Color: Silver"
SMA-APP-6,Smartphone,Apple,Apple Smartphone Model-117,111514,12,23,3.8,"Fast Charging, Water Resistant, AMOLED Display",Out of Stock,2 Years,Black,"Category: Smartphone, Brand: Apple, Name: Apple Smartphone Model-117, Price: ₹111514, Discount Range: 12% - 23%, Rating: 3.8, Features: Fast Charging, Water Resistant, AMOLED Display, Warranty: 2 Years Years, Color: Black"
TAB-SAM-5,Tablet,Samsung,Samsung Tablet Model-974,124492,18,44,4.1,"Long Battery Life, 10-inch Display, Quad Speakers",In Stock,3 Years,Red,"Category: Tablet, Brand: Samsung, Name: Samsung Tablet Model-974, Price: ₹124492, Discount Range: 18% - 44%, Rating: 4.1, Features: Long Battery Life, 10-inch Display, Quad Speakers, Warranty: 3 Years Years, Color: Red"
CAM-LEI-6,Camera,Leica,Leica Camera Model-465,73567,17,40,4.2,"WiFi Connectivity, 4K Video, Image Stabilization",In Stock,1 Year,White,"Category: Camera, Brand: Leica, Name: Leica Camera Model-465, Price: ₹73567, Discount Range: 17% - 40%, Rating: 4.2, Features: WiFi Connectivity, 4K Video, Image Stabilization, Warranty: 1 Year Years, Color: White"
TAB-HUA-3,Tablet,Huawei,Huawei Tablet Model-437,91600,14,29,4.8,"Quad Speakers, 10-inch Display, Stylus Support",In Stock,2 Years,Blue,"Category: Tablet, Brand: Huawei, Name: Huawei Tablet Model-437, Price: ₹91600, Discount Range: 14% - 29%, Rating: 4.8, Features: Quad Speakers, 10-inch Display, Stylus Support, Warranty: 2 Years Years, Color: Blue"
HEA-SKU-4,Headphones,Skullcandy,Skullcandy Headphones Model-124,49562,17,29,3.7,"Noise Cancellation, Wireless, Foldable",In Stock,2 Years,Silver,"Category: Headphones, Brand: Skullcandy, Name: Skullcandy Headphones Model-124, Price: ₹49562, Discount Range: 17% - 29%, Rating: 3.7, Features: Noise Cancellation, Wireless, Foldable, Warranty: 2 Years Years, Color: Silver"
SMA-OPP-8,Smartphone,Oppo,Oppo Smartphone Model-557,144050,17,46,3.5,"Fast Charging, Water Resistant, Dual SIM",In Stock,2 Years,Blue,"Category: Smartphone, Brand: Oppo, Name: Oppo Smartphone Model-557, Price: ₹144050, Discount Range: 17% - 46%, Rating: 3.5, Features: Fast Charging, Water Resistant, Dual SIM, Warranty: 2 Years Years, Color: Blue"
HEA-ANK-3,Headphones,Anker,Anker Headphones Model-417,100967,20,21,3.7,"Foldable, Noise Cancellation, Waterproof",In Stock,3 Years,White,"Category: Headphones, Brand: Anker, Name: Anker Headphones Model-417, Price: ₹100967, Discount Range: 20% - 21%, Rating: 3.7, Features: Foldable, Noise Cancellation, Waterproof, Warranty: 3 Years Years, Color: White"
CAM-GOP-7,Camera,GoPro,GoPro Camera Model-888,49583,19,20,3.9,"4K Video, Image Stabilization, High ISO Sensitivity",Out of Stock,2 Years,Black,"Category: Camera, Brand: GoPro, Name: GoPro Camera Model-888, Price: ₹49583, Discount Range: 19% - 20%, Rating: 3.9, Features: 4K Video, Image Stabilization, High ISO Sensitivity, Warranty: 2 Years Years, Color: Black"
TAB-GOO-10,Tablet,Google,Google Tablet Model-978,117603,8,48,4.8,"Detachable Keyboard, Long Battery Life, Quad Speakers",Out of Stock,1 Year,Black,"Category: Tablet, Brand: Google, Name: Google Tablet Model-978, Price: ₹117603, Discount Range: 8% - 48%, Rating: 4.8, Features: Detachable Keyboard, Long Battery Life, Quad Speakers, Warranty: 1 Year Years, Color: Black"
LAP-APP-3,Laptop,Apple,Apple Laptop Model-949,102897,15,39,3.6,"Lightweight, Touchscreen, Backlit Keyboard",Out of Stock,2 Years,Blue,"Category: Laptop, Brand: Apple, Name: Apple Laptop Model-949, Price: ₹102897, Discount Range: 15% - 39%, Rating: 3.6, Features: Lightweight, Touchscreen, Backlit Keyboard, Warranty: 2 Years Years, Color: Blue"
SMA-SAM-3,Smartphone,Samsung,Samsung Smartphone Model-564,94255,6,24,3.3,"Fast Charging, Dual SIM, Water Resistant",Out of Stock,3 Years,White,"Category: Smartphone, Brand: Samsung, Name: Samsung Smartphone Model-564, Price: ₹94255, Discount Range: 6% - 24%, Rating: 3.3, Features: Fast Charging, Dual SIM, Water Resistant, Warranty: 3 Years Years, Color: White"
HEA-SEN-4,Headphones,Sennheiser,Sennheiser Headphones Model-472,5135,7,37,3.6,"Wireless, Noise Cancellation, Foldable",In Stock,3 Years,White,"Category: Headphones, Brand: Sennheiser, Name: Sennheiser Headphones Model-472, Price: ₹5135, Discount Range: 7% - 37%, Rating: 3.6, Features: Wireless, Noise Cancellation, Foldable, Warranty: 3 Years Years, Color: White"
