ProductID,ProductCategory,ProductBrand,ProductName,ProductPrice,MinDiscount,MaxDiscount,Rating,Features,StockAvailability,WarrantyPeriod,Color
SMA-SAM-10,Smartphone,Samsung,Samsung Smartphone Model-633,101229,6,26,3.9,"Fast Charging, 5G, Water Resistant",Out of Stock,3 Years,White
TAB-AMA-9,Tablet,Amazon,Amazon Tablet Model-881,6733,8,45,3.8,"Long Battery Life, Quad Speakers, Stylus Support",Out of Stock,2 Years,White
CAM-FUJ-1,Camera,Fujifilm,Fujifilm Camera Model-434,132493,19,35,3.7,"Touchscreen, High ISO Sensitivity, 4K Video",In Stock,2 Years,White
CAM-NIK-1,Camera,Nikon,Nikon Camera Model-445,101071,5,22,4.5,"High ISO Sensitivity, Touchscreen, Image Stabilization",Out of Stock,2 Years,Silver
SMA-APP-6,Smartphone,Apple,Apple Smartphone Model-117,111514,12,23,3.8,"Fast Charging, Water Resistant, AMOLED Display",Out of Stock,2 Years,Black
TAB-SAM-5,Tablet,Samsung,Samsung Tablet Model-974,124492,18,44,4.1,"Long Battery Life, 10-inch Display, Quad Speakers",In Stock,3 Years,Red
CAM-LEI-6,Camera,Leica,Leica Camera Model-465,73567,17,40,4.2,"WiFi Connectivity, 4K Video, Image Stabilization",In Stock,1 Year,White
TAB-HUA-3,Tablet,Huawei,Huawei Tablet Model-437,91600,14,29,4.8,"Quad Speakers, 10-inch Display, Stylus Support",In Stock,2 Years,Blue
HEA-SKU-4,Headphones,Skullcandy,Skullcandy Headphones Model-124,49562,17,29,3.7,"Noise Cancellation, Wireless, Foldable",In Stock,2 Years,Silver
SMA-OPP-8,Smartphone,Oppo,Oppo Smartphone Model-557,144050,17,46,3.5,"Fast Charging, Water Resistant, Dual SIM",In Stock,2 Years,Blue
HEA-ANK-3,Headphones,Anker,Anker Headphones Model-417,100967,20,21,3.7,"Foldable, Noise Cancellation, Waterproof",In Stock,3 Years,White
CAM-GOP-7,Camera,GoPro,GoPro Camera Model-888,49583,19,20,3.9,"4K Video, Image Stabilization, High ISO Sensitivity",Out of Stock,2 Years,Black
TAB-GOO-10,Tablet,Google,Google Tablet Model-978,117603,8,48,4.8,"Detachable Keyboard, Long Battery Life, Quad Speakers",Out of Stock,1 Year,Black
LAP-APP-3,Laptop,Apple,Apple Laptop Model-949,102897,15,39,3.6,"Lightweight, Touchscreen, Backlit Keyboard",Out of Stock,2 Years,Blue
SMA-SAM-3,Smartphone,Samsung,Samsung Smartphone Model-564,94255,6,24,3.3,"Fast Charging, Dual SIM, Water Resistant",Out of Stock,3 Years,White
HEA-SEN-4,Headphones,Sennheiser,Sennheiser Headphones Model-472,5135,7,37,3.6,"Wireless, Noise Cancellation, Foldable",In Stock,3 Years,White
LAP-MSI-7,Laptop,MSI,MSI Laptop Model-434,136874,15,29,4.4,"Touchscreen, SSD Storage, Backlit Keyboard",In Stock,2 Years,Red
HEA-SON-7,Headphones,Sony,Sony Headphones Model-403,58345,6,30,4.3,"Foldable, Bass Boost, Waterproof",Out of Stock,2 Years,Blue
TAB-LEN-2,Tablet,Lenovo,Lenovo Tablet Model-598,68019,13,26,3.4,"Quad Speakers, 10-inch Display, Long Battery Life",In Stock,2 Years,Silver
TAB-LEN-4,Tablet,Lenovo,Lenovo Tablet Model-952,70379,18,23,3.4,"Stylus Support, 10-inch Display, Long Battery Life",Out of Stock,2 Years,Red
SMA-HUA-4,Smartwatch,Huawei,Huawei Smartwatch Model-378,126518,7,49,4.6,"Waterproof, Fitness Tracking, Heart Rate Monitor",In Stock,1 Year,Silver
TAB-APP-13,Tablet,Apple,Apple Tablet Model-324,143527,20,37,4.0,"Quad Speakers, Stylus Support, Detachable Keyboard",Out of Stock,2 Years,White
HEA-ANK-11,Headphones,Anker,Anker Headphones Model-522,116220,12,47,4.3,"Waterproof, Foldable, Wireless",Out of Stock,1 Year,Red
HEA-BOS-12,Headphones,Bose,Bose Headphones Model-954,94332,16,25,4.9,"Noise Cancellation, Bass Boost, Wireless",In Stock,1 Year,Black
SMA-XIA-9,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-762,8092,5,26,4.5,"GPS, Fitness Tracking, Heart Rate Monitor",Out of Stock,3 Years,Black
TAB-HUA-12,Tablet,Huawei,Huawei Tablet Model-455,149726,20,42,3.8,"Long Battery Life, Quad Speakers, Detachable Keyboard",Out of Stock,3 Years,Red
CAM-SON-4,Camera,Sony,Sony Camera Model-266,51885,9,21,3.2,"4K Video, Touchscreen, High ISO Sensitivity",Out of Stock,3 Years,Blue
TAB-MIC-11,Tablet,Microsoft,Microsoft Tablet Model-513,102550,15,36,4.7,"Detachable Keyboard, 10-inch Display, Long Battery Life",In Stock,2 Years,White
CAM-GOP-12,Camera,GoPro,GoPro Camera Model-648,105600,6,47,4.9,"4K Video, High ISO Sensitivity, WiFi Connectivity",In Stock,1 Year,Red
CAM-NIK-11,Camera,Nikon,Nikon Camera Model-321,78246,12,35,4.4,"Touchscreen, 4K Video, High ISO Sensitivity",Out of Stock,3 Years,White
SMA-XIA-9,Smartphone,Xiaomi,Xiaomi Smartphone Model-497,8820,19,38,3.7,"Water Resistant, 5G, AMOLED Display",Out of Stock,2 Years,Blue
LAP-LEN-2,Laptop,Lenovo,Lenovo Laptop Model-905,91571,8,24,4.8,"Lightweight, Backlit Keyboard, Touchscreen",In Stock,3 Years,Black
SMA-XIA-10,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-555,45540,14,41,3.7,"Waterproof, Customizable Watch Faces, Fitness Tracking",In Stock,3 Years,White
TAB-AMA-4,Tablet,Amazon,Amazon Tablet Model-209,33958,6,48,4.9,"Long Battery Life, Detachable Keyboard, Stylus Support",In Stock,3 Years,Red
HEA-BOS-8,Headphones,Bose,Bose Headphones Model-934,115570,9,31,4.3,"Bass Boost, Foldable, Waterproof",In Stock,3 Years,Blue
TAB-AMA-6,Tablet,Amazon,Amazon Tablet Model-914,116228,13,41,4.9,"Long Battery Life, Stylus Support, 10-inch Display",Out of Stock,1 Year,Silver
LAP-ASU-5,Laptop,Asus,Asus Laptop Model-604,95764,7,21,4.6,"Lightweight, Backlit Keyboard, Touchscreen",In Stock,2 Years,Silver
HEA-ANK-12,Headphones,Anker,Anker Headphones Model-251,15948,11,37,4.4,"Bass Boost, Foldable, Waterproof",In Stock,3 Years,White
SMA-SAM-14,Smartwatch,Samsung,Samsung Smartwatch Model-747,46112,7,29,4.6,"Customizable Watch Faces, GPS, Heart Rate Monitor",Out of Stock,3 Years,Silver
CAM-FUJ-2,Camera,Fujifilm,Fujifilm Camera Model-551,103740,19,46,4.9,"WiFi Connectivity, Touchscreen, Image Stabilization",In Stock,2 Years,White
LAP-MIC-3,Laptop,Microsoft,Microsoft Laptop Model-722,97377,15,48,3.4,"Backlit Keyboard, Touchscreen, Lightweight",Out of Stock,3 Years,Red
CAM-FUJ-10,Camera,Fujifilm,Fujifilm Camera Model-822,24823,11,31,4.8,"High ISO Sensitivity, Image Stabilization, 4K Video",In Stock,3 Years,Blue
HEA-BOA-4,Headphones,Boat,Boat Headphones Model-352,129788,13,41,3.2,"Bass Boost, Foldable, Noise Cancellation",Out of Stock,3 Years,Red
SMA-FIT-9,Smartwatch,Fitbit,Fitbit Smartwatch Model-510,149154,6,23,3.3,"Waterproof, Fitness Tracking, Customizable Watch Faces",In Stock,3 Years,Black
TAB-GOO-8,Tablet,Google,Google Tablet Model-820,6493,18,29,4.4,"Detachable Keyboard, Long Battery Life, Quad Speakers",Out of Stock,1 Year,Blue
HEA-BOA-5,Headphones,Boat,Boat Headphones Model-302,78378,7,48,4.2,"Bass Boost, Foldable, Waterproof",Out of Stock,1 Year,White
LAP-MIC-6,Laptop,Microsoft,Microsoft Laptop Model-893,102104,14,25,4.6,"Touchscreen, Backlit Keyboard, SSD Storage",Out of Stock,3 Years,Silver
LAP-MIC-8,Laptop,Microsoft,Microsoft Laptop Model-326,42487,17,37,3.3,"SSD Storage, Backlit Keyboard, High-Performance GPU",In Stock,1 Year,Silver
LAP-DEL-9,Laptop,Dell,Dell Laptop Model-711,131527,16,20,3.4,"High-Performance GPU, Backlit Keyboard, Touchscreen",In Stock,3 Years,Black
SMA-REA-9,Smartphone,Realme,Realme Smartphone Model-813,85232,17,24,4.0,"AMOLED Display, Fast Charging, Water Resistant",In Stock,3 Years,Silver
SMA-XIA-7,Smartphone,Xiaomi,Xiaomi Smartphone Model-948,97823,8,29,4.5,"Dual SIM, Fast Charging, AMOLED Display",Out of Stock,3 Years,Red
CAM-SON-1,Camera,Sony,Sony Camera Model-203,13785,9,30,3.1,"High ISO Sensitivity, Touchscreen, 4K Video",Out of Stock,3 Years,Silver
HEA-JBL-4,Headphones,JBL,JBL Headphones Model-893,107957,6,37,4.2,"Wireless, Waterproof, Foldable",In Stock,3 Years,Black
TAB-APP-1,Tablet,Apple,Apple Tablet Model-578,127768,7,21,3.2,"Detachable Keyboard, Quad Speakers, Long Battery Life",In Stock,1 Year,Red
CAM-SON-7,Camera,Sony,Sony Camera Model-140,118916,15,23,4.8,"High ISO Sensitivity, WiFi Connectivity, Touchscreen",In Stock,1 Year,Black
TAB-SAM-7,Tablet,Samsung,Samsung Tablet Model-182,7317,10,45,3.1,"Quad Speakers, Detachable Keyboard, 10-inch Display",Out of Stock,3 Years,Blue
LAP-LEN-6,Laptop,Lenovo,Lenovo Laptop Model-872,15504,16,33,4.9,"Lightweight, Backlit Keyboard, SSD Storage",In Stock,3 Years,Blue
LAP-DEL-5,Laptop,Dell,Dell Laptop Model-795,98401,20,30,4.7,"Backlit Keyboard, High-Performance GPU, SSD Storage",Out of Stock,2 Years,Silver
LAP-MIC-10,Laptop,Microsoft,Microsoft Laptop Model-800,113827,17,31,3.4,"High-Performance GPU, Touchscreen, Backlit Keyboard",Out of Stock,1 Year,Blue
HEA-SEN-12,Headphones,Sennheiser,Sennheiser Headphones Model-767,70486,16,23,4.9,"Wireless, Foldable, Noise Cancellation",In Stock,1 Year,White
HEA-JBL-5,Headphones,JBL,JBL Headphones Model-122,65050,17,29,4.8,"Waterproof, Bass Boost, Foldable",In Stock,2 Years,Black
HEA-ANK-5,Headphones,Anker,Anker Headphones Model-741,142225,16,44,3.4,"Waterproof, Bass Boost, Wireless",In Stock,1 Year,Blue
LAP-APP-6,Laptop,Apple,Apple Laptop Model-779,47763,19,21,4.9,"Backlit Keyboard, Lightweight, Touchscreen",Out of Stock,2 Years,Black
SMA-FOS-13,Smartwatch,Fossil,Fossil Smartwatch Model-278,132314,7,42,3.1,"GPS, Customizable Watch Faces, Waterproof",Out of Stock,1 Year,Blue
LAP-HP-7,Laptop,HP,HP Laptop Model-990,41744,16,27,4.5,"SSD Storage, Lightweight, Backlit Keyboard",Out of Stock,3 Years,White
SMA-FIT-15,Smartwatch,Fitbit,Fitbit Smartwatch Model-296,105263,11,49,4.3,"Waterproof, Fitness Tracking, GPS",Out of Stock,2 Years,Black
TAB-MIC-2,Tablet,Microsoft,Microsoft Tablet Model-890,14053,18,21,3.8,"Stylus Support, Detachable Keyboard, Quad Speakers",In Stock,3 Years,Silver
LAP-MIC-5,Laptop,Microsoft,Microsoft Laptop Model-165,90363,15,48,3.4,"Touchscreen, High-Performance GPU, SSD Storage",In Stock,1 Year,Silver
SMA-ONE-4,Smartphone,OnePlus,OnePlus Smartphone Model-754,141484,20,50,4.3,"Water Resistant, 5G, AMOLED Display",Out of Stock,3 Years,Black
TAB-MIC-15,Tablet,Microsoft,Microsoft Tablet Model-552,101687,5,23,4.1,"10-inch Display, Detachable Keyboard, Long Battery Life",In Stock,2 Years,Silver
TAB-MIC-6,Tablet,Microsoft,Microsoft Tablet Model-295,67152,18,26,3.9,"Long Battery Life, 10-inch Display, Stylus Support",In Stock,3 Years,White
HEA-SEN-5,Headphones,Sennheiser,Sennheiser Headphones Model-498,14704,20,28,4.5,"Waterproof, Bass Boost, Foldable",In Stock,2 Years,Silver
LAP-ASU-1,Laptop,Asus,Asus Laptop Model-812,43413,16,35,4.2,"High-Performance GPU, Lightweight, SSD Storage",Out of Stock,2 Years,Silver
SMA-FIT-11,Smartwatch,Fitbit,Fitbit Smartwatch Model-705,128432,14,37,4.1,"GPS, Heart Rate Monitor, Waterproof",Out of Stock,1 Year,Blue
HEA-SEN-7,Headphones,Sennheiser,Sennheiser Headphones Model-371,107952,7,21,3.6,"Bass Boost, Wireless, Noise Cancellation",In Stock,2 Years,White
HEA-BOA-14,Headphones,Boat,Boat Headphones Model-519,40396,10,37,4.1,"Wireless, Bass Boost, Waterproof",Out of Stock,3 Years,Silver
SMA-XIA-3,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-730,123743,5,30,3.9,"Fitness Tracking, Waterproof, GPS",In Stock,3 Years,White
SMA-GOO-7,Smartphone,Google,Google Smartphone Model-806,104562,16,23,4.6,"AMOLED Display, 5G, Water Resistant",In Stock,3 Years,Red
LAP-ASU-12,Laptop,Asus,Asus Laptop Model-717,10757,11,33,3.7,"Lightweight, SSD Storage, Backlit Keyboard",Out of Stock,1 Year,Red
CAM-GOP-2,Camera,GoPro,GoPro Camera Model-963,46891,18,34,4.7,"Image Stabilization, Touchscreen, 4K Video",In Stock,2 Years,Silver
LAP-APP-12,Laptop,Apple,Apple Laptop Model-570,148388,14,50,3.8,"Touchscreen, Backlit Keyboard, Lightweight",In Stock,2 Years,Black
HEA-SON-12,Headphones,Sony,Sony Headphones Model-439,135233,5,46,5.0,"Bass Boost, Wireless, Foldable",Out of Stock,3 Years,Blue
SMA-HUA-14,Smartwatch,Huawei,Huawei Smartwatch Model-588,94075,18,39,4.9,"Customizable Watch Faces, GPS, Waterproof",In Stock,2 Years,White
HEA-ANK-14,Headphones,Anker,Anker Headphones Model-437,44162,12,47,3.5,"Bass Boost, Wireless, Waterproof",In Stock,3 Years,Silver
LAP-LEN-9,Laptop,Lenovo,Lenovo Laptop Model-650,82084,11,47,4.1,"Lightweight, Backlit Keyboard, Touchscreen",In Stock,3 Years,Black
SMA-APP-1,Smartphone,Apple,Apple Smartphone Model-740,146356,6,40,4.6,"Water Resistant, Dual SIM, Fast Charging",In Stock,2 Years,Red
TAB-GOO-9,Tablet,Google,Google Tablet Model-214,111579,5,23,4.8,"10-inch Display, Long Battery Life, Stylus Support",In Stock,1 Year,Silver
CAM-LEI-3,Camera,Leica,Leica Camera Model-906,125692,19,21,4.2,"High ISO Sensitivity, Touchscreen, WiFi Connectivity",Out of Stock,2 Years,Blue
CAM-OLY-6,Camera,Olympus,Olympus Camera Model-892,87717,7,28,3.9,"Touchscreen, Image Stabilization, High ISO Sensitivity",In Stock,3 Years,Black
SMA-SAM-4,Smartwatch,Samsung,Samsung Smartwatch Model-244,50542,20,29,3.2,"Customizable Watch Faces, Waterproof, Fitness Tracking",Out of Stock,2 Years,Blue
SMA-APP-9,Smartphone,Apple,Apple Smartphone Model-141,120028,15,36,3.1,"5G, AMOLED Display, Water Resistant",In Stock,3 Years,Red
